sample_id,source_char_len,source_word_count,fp32_chrf,int8_chrf,delta_chrf,fp32_latency_ms,int8_latency_ms,delta_latency_ms
common_voice_de_18189926,57,8,36.67692762159625,36.67692762159625,0.0,1213.7997999998333,1609.3570000002728,-395.5572000004395
common_voice_de_19757417,66,12,89.42352534187921,89.42352534187921,0.0,1313.9619000012317,1951.8515000017942,-637.8896000005625
common_voice_de_19758628,78,11,63.633462748301774,63.633462748301774,0.0,1202.0969999994122,1478.2765999989351,-276.1795999995229
common_voice_de_19019357,55,8,54.25657193869435,53.5994329349606,0.6571390037337466,1356.2461999999869,1379.2229999999108,-22.97679999992397
common_voice_de_19200151,90,12,64.32285917816472,90.29810914474979,-25.975249966585068,1050.4611000014847,2396.44380000027,-1345.9826999987854
common_voice_de_18193033,53,8,100.0,100.0,0.0,748.8942999998471,1295.4482999998618,-546.5540000000146
common_voice_de_18792050,30,4,35.852660841050934,35.852660841050934,0.0,488.96049999984825,686.9260000003123,-197.9655000004641
common_voice_de_17685492,14,2,56.02780967131784,27.69075396326519,28.33705570805265,568.5505999999805,500.9635999999773,67.58700000000317
common_voice_de_18197524,51,9,19.81064986528086,34.78458772506819,-14.973937859787334,902.7353000001312,1204.0528000002269,-301.3175000000956
common_voice_de_20019143,87,11,76.59548290577438,76.59548290577438,0.0,1490.6859000002441,1264.1921999997976,226.49370000044655
common_voice_de_17893471,135,17,74.22601348502428,74.22601348502428,0.0,1942.5782000002982,2660.579299999881,-718.001099999583
common_voice_de_18219484,61,9,61.380331998544065,61.380331998544065,0.0,1129.70869999981,1441.033499999321,-311.324799999511
common_voice_de_19137572,45,8,59.00986514835495,75.07088395320365,-16.0610188048487,886.4622000000963,865.0421000002098,21.420099999886588
common_voice_de_19122986,82,11,57.28411014918654,56.166618191953354,1.1174919572331845,1338.747400000102,1027.87410000019,310.873299999912
common_voice_de_17624081,50,7,46.30535361360991,46.30535361360991,0.0,1109.375099999852,845.1795999999376,264.1954999999143
common_voice_de_20004794,86,12,50.382317294562384,50.382317294562384,0.0,1381.7142000007152,935.0987000002533,446.6155000004619
common_voice_de_19751546,106,14,75.8107043955817,75.8107043955817,0.0,1963.934800000061,2655.737000000954,-691.8022000008932
common_voice_de_18208582,47,7,35.513837867546435,35.513837867546435,0.0,801.1089999999967,1515.1931000000332,-714.0841000000364
common_voice_de_19873897,76,10,82.87944387792825,82.87944387792825,0.0,1174.280400000498,1012.7184000000398,161.56200000045828
common_voice_de_19188108,68,12,100.0,100.0,0.0,1196.258799998759,1481.7234000001918,-285.4646000014327
common_voice_de_19764593,58,9,54.410846198567974,54.410846198567974,0.0,1057.5329000002966,2148.9857999999913,-1091.4528999996946
common_voice_de_20015279,46,5,55.74206065583507,55.74206065583507,0.0,739.1561999993428,917.8224000002047,-178.66620000086186
